,genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
10,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",https://api.spotify.com/v1/artists/4sTQVOfp9vEMCemLw50sbu,4sTQVOfp9vEMCemLw50sbu,"[{'height': 640, 'url': 'https://i.scdn.co/image/2df5fb887384d10f117938d67e09d955b7291821', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/d1a71637fe18958112aabcda92f0f88f57098a04', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f20a0ff38a4c24cc2071f37033948805dd564064', 'width': 160}]",Galantis,80,artist,spotify:artist:4sTQVOfp9vEMCemLw50sbu,https://open.spotify.com/artist/4sTQVOfp9vEMCemLw50sbu,,2926903
11,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",https://api.spotify.com/v1/artists/6TcnmlCSxihzWOQJ8k0rNS,6TcnmlCSxihzWOQJ8k0rNS,"[{'height': 640, 'url': 'https://i.scdn.co/image/570ebd63a28514f142de6235bc5c9bb2c3c45015', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8e1b42a73e20b35b0547357f8cf0e1a9410678c4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6ede981407c36dae70baf889d6aa557eeaed8be2', 'width': 160}]",Third Eye Blind,70,artist,spotify:artist:6TcnmlCSxihzWOQJ8k0rNS,https://open.spotify.com/artist/6TcnmlCSxihzWOQJ8k0rNS,,973331
12,"['edm', 'electro house', 'electronic trap', 'electropop', 'pop edm', 'vapor twitch']",https://api.spotify.com/v1/artists/0jNDKefhfSbLR9sFvcPLHo,0jNDKefhfSbLR9sFvcPLHo,"[{'height': 640, 'url': 'https://i.scdn.co/image/6469320d75d068f0f5060bb61c3bbae71e8c3701', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/2ba0f71e6ae1a7e50c907bc5278ae20e1b8ffe92', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/4ef6c8cfbf4c376cc5720a2a65c32fbbd4f28d41', 'width': 160}]",San Holo,68,artist,spotify:artist:0jNDKefhfSbLR9sFvcPLHo,https://open.spotify.com/artist/0jNDKefhfSbLR9sFvcPLHo,,564883
13,"['folk-pop', 'modern rock', 'neo mellow', 'pop', 'pop rock']",https://api.spotify.com/v1/artists/10exVja0key0uqUkk6LJRT,10exVja0key0uqUkk6LJRT,"[{'height': 640, 'url': 'https://i.scdn.co/image/7d186c3a80955b82a8cc46fe86bdf305478629e8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/23d0081dc5f325e131056197acad3ea0ca508eee', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6c125db9f5fb806775a1babff78a2fde23bdc367', 'width': 160}]",Vance Joy,79,artist,spotify:artist:10exVja0key0uqUkk6LJRT,https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT,,2066729
14,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'pop rock', 'rock', 'stomp and holler']",https://api.spotify.com/v1/artists/6VDdCwrBM4qQaGxoAyxyJC,6VDdCwrBM4qQaGxoAyxyJC,"[{'height': 640, 'url': 'https://i.scdn.co/image/1998ad780be47b4d2d91f2cff722b5d7539a334e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b742c65d29549dafea55ee5e8e031d02a7c5c335', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d74198bd6a56a89282d2d41f6650ddec45d3ccca', 'width': 160}]",Cold War Kids,67,artist,spotify:artist:6VDdCwrBM4qQaGxoAyxyJC,https://open.spotify.com/artist/6VDdCwrBM4qQaGxoAyxyJC,,639130
15,"['downtempo', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']",https://api.spotify.com/v1/artists/0cmWgDlu9CwTgxPhf403hb,0cmWgDlu9CwTgxPhf403hb,"[{'height': 640, 'url': 'https://i.scdn.co/image/9980345ee1032ec9318626639e01246a39883f32', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/57db99c590a982e9c282ea4d913d0474dfe175bf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/255a31659f483681e11a5794deaa5568eb76beac', 'width': 160}]",Bonobo,69,artist,spotify:artist:0cmWgDlu9CwTgxPhf403hb,https://open.spotify.com/artist/0cmWgDlu9CwTgxPhf403hb,,1018403
16,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'moombahton', 'pop', 'tropical house']",https://api.spotify.com/v1/artists/5R3Hr2cnCCjt220Jmt2xLf,5R3Hr2cnCCjt220Jmt2xLf,"[{'height': 640, 'url': 'https://i.scdn.co/image/469b90419a72c77707af70f7704ea20a585a702d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/eba124347d4d0d54e1ad880edc574b05a4e5bf5d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/aa088914ee80cc771b8865541f197905d13f544b', 'width': 160}]",Dillon Francis,71,artist,spotify:artist:5R3Hr2cnCCjt220Jmt2xLf,https://open.spotify.com/artist/5R3Hr2cnCCjt220Jmt2xLf,,991356
17,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'pop']",https://api.spotify.com/v1/artists/6nxWCVXbOlEVRexSbLsTer,6nxWCVXbOlEVRexSbLsTer,"[{'height': 640, 'url': 'https://i.scdn.co/image/0436e3871c9f88b8f83559a70fd8d2f22cb3fd01', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/6b58820d8b73ed2e61d27121c0802d7631414d6d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7ac9ab91bd347f8eb5fb451be780a805624617b3', 'width': 160}]",Flume,79,artist,spotify:artist:6nxWCVXbOlEVRexSbLsTer,https://open.spotify.com/artist/6nxWCVXbOlEVRexSbLsTer,,2019956
18,"['edm', 'pop', 'tropical house']",https://api.spotify.com/v1/artists/23fqKkggKUBHNkbKtXEls4,23fqKkggKUBHNkbKtXEls4,"[{'height': 640, 'url': 'https://i.scdn.co/image/eee84c026e93f6d970fdc82c5010c45219530577', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/88aed04adde2b3bdab332abb9b9d071d1fbe1701', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/750bda7060bd0b22a9a2fb65e27f05120a0d056e', 'width': 160}]",Kygo,91,artist,spotify:artist:23fqKkggKUBHNkbKtXEls4,https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4,,6461487
19,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",https://api.spotify.com/v1/artists/74ASZWbe4lXaubB36ztrGX,74ASZWbe4lXaubB36ztrGX,"[{'height': 1000, 'url': 'https://i.scdn.co/image/ab6772690000c46cf79ca05dcc1581c712bf3658', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/ab6772690000dd22f79ca05dcc1581c712bf3658', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/ab6772690000bac3f79ca05dcc1581c712bf3658', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67726900008f74f79ca05dcc1581c712bf3658', 'width': 64}]",Bob Dylan,80,artist,spotify:artist:74ASZWbe4lXaubB36ztrGX,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,,4276151
20,"['deep house', 'deep tropical house', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",https://api.spotify.com/v1/artists/7MlotYZhHjOlXcvmwrITj8,7MlotYZhHjOlXcvmwrITj8,"[{'height': 640, 'url': 'https://i.scdn.co/image/ee9f4125756d2c0c0e92c0c228316d33c74ebb79', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/4d3598b9bda59ebd086504cb4a3fb22a34371ea4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/df5315b9434551e0cd708046ca28a5d68206f191', 'width': 160}]",Tep No,63,artist,spotify:artist:7MlotYZhHjOlXcvmwrITj8,https://open.spotify.com/artist/7MlotYZhHjOlXcvmwrITj8,,69313
21,"['dance pop', 'edm', 'electropop', 'pop', 'tropical house']",https://api.spotify.com/v1/artists/69GGBxA162lTqCwzJG5jLp,69GGBxA162lTqCwzJG5jLp,"[{'height': 640, 'url': 'https://i.scdn.co/image/960547a625bc2eb742bb3dd170cbc049d2e94cf9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/9da714082fe9696529abadc8e4095451221b4483', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/caca64268346846a0753ca894b6ff92bb4dfb864', 'width': 160}]",The Chainsmokers,88,artist,spotify:artist:69GGBxA162lTqCwzJG5jLp,https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp,,16311809
22,"['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']",https://api.spotify.com/v1/artists/25oLRSUjJk4YHNUsQXk7Ut,25oLRSUjJk4YHNUsQXk7Ut,"[{'height': 640, 'url': 'https://i.scdn.co/image/47303c456bd258179a83ccdd52a0ab95421f628a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/aaf49aff862a5f124bfffa78fe2c313e87042fb9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1a54def9b5f56aad2c41dfb43d309d14030c2b4e', 'width': 160}]",GRiZ,66,artist,spotify:artist:25oLRSUjJk4YHNUsQXk7Ut,https://open.spotify.com/artist/25oLRSUjJk4YHNUsQXk7Ut,,293781
23,"['alternative r&b', 'indie soul']",https://api.spotify.com/v1/artists/3ycxRkcZ67ALN3GQJ57Vig,3ycxRkcZ67ALN3GQJ57Vig,"[{'height': 640, 'url': 'https://i.scdn.co/image/a6c178d534df105c8697955ad7a398858d5bbbaa', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/389ea0061a1935ee9c3b3d0f4df55732247a3ec6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/650e50931f30d9394648a5a75d6e925dfea9c10e', 'width': 160}]",Masego,74,artist,spotify:artist:3ycxRkcZ67ALN3GQJ57Vig,https://open.spotify.com/artist/3ycxRkcZ67ALN3GQJ57Vig,,609448
24,"['big room', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop', 'pop edm', 'progressive electro house', 'tropical house']",https://api.spotify.com/v1/artists/1l2ekx5skC4gJH8djERwh1,1l2ekx5skC4gJH8djERwh1,"[{'height': 640, 'url': 'https://i.scdn.co/image/8e300462ea539531b1640897fed77380cb7e14e0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7288835a9a8c7ebc4fd2044b1a2eda6a5e120e7c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/178c6e7e3bf24710d4895048586a86f1bb81d842', 'width': 160}]",Don Diablo,78,artist,spotify:artist:1l2ekx5skC4gJH8djERwh1,https://open.spotify.com/artist/1l2ekx5skC4gJH8djERwh1,,1612843
25,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4,3TVXtAsR1Inumwj472S9r4,"[{'height': 640, 'url': 'https://i.scdn.co/image/60cfab40c6bb160a1906be45276829d430058005', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/5ea794cf832550943d5f8122afcf5f23ee9d85b7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/8eaace74aaca82eaccde400bbcab2653b9cf86e1', 'width': 160}]",Drake,100,artist,spotify:artist:3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,,47497327
