,name,popularity,genres,followers.total,term
667,Shallou,71,indietronica,137319,Long Term
668,Shallou,71,new french touch,137319,Long Term
669,Shallou,71,pop,137319,Long Term
670,Shallou,71,tropical house,137319,Long Term
671,Shallou,71,vapor soul,137319,Long Term
672,Chet Faker,69,,53448,Long Term
673,America,72,album rock,917932,Long Term
674,America,72,art rock,917932,Long Term
675,America,72,classic rock,917932,Long Term
676,America,72,country rock,917932,Long Term
677,America,72,folk,917932,Long Term
678,America,72,folk rock,917932,Long Term
679,America,72,mellow gold,917932,Long Term
680,America,72,rock,917932,Long Term
681,America,72,roots rock,917932,Long Term
682,America,72,soft rock,917932,Long Term
683,Mtbrd,47,chillhop,12958,Long Term
684,Sam Feldt,82,edm,522059,Long Term
685,Sam Feldt,82,pop,522059,Long Term
686,Sam Feldt,82,pop edm,522059,Long Term
687,Sam Feldt,82,tropical house,522059,Long Term
688,Major Lazer,84,dance pop,6016487,Long Term
689,Major Lazer,84,edm,6016487,Long Term
690,Major Lazer,84,electro house,6016487,Long Term
691,Major Lazer,84,moombahton,6016487,Long Term
692,Major Lazer,84,pop,6016487,Long Term
693,Major Lazer,84,pop rap,6016487,Long Term
694,Kanye West,93,chicago rap,11904957,Long Term
695,Kanye West,93,rap,11904957,Long Term
696,Above & Beyond,71,edm,589211,Long Term
697,Above & Beyond,71,progressive house,589211,Long Term
698,Above & Beyond,71,progressive trance,589211,Long Term
699,Above & Beyond,71,trance,589211,Long Term
700,Above & Beyond,71,uplifting trance,589211,Long Term
701,Petit Biscuit,75,new french touch,750620,Long Term
702,Petit Biscuit,75,tropical house,750620,Long Term
703,Nora En Pure,68,deep house,204410,Long Term
704,Nora En Pure,68,deep tropical house,204410,Long Term
705,Nora En Pure,68,electra,204410,Long Term
706,Nora En Pure,68,house,204410,Long Term
707,Nora En Pure,68,new french touch,204410,Long Term
708,Nora En Pure,68,progressive house,204410,Long Term
709,Nora En Pure,68,swiss pop,204410,Long Term
710,Nora En Pure,68,tropical house,204410,Long Term
711,Ben Howard,73,british singer-songwriter,1727002,Long Term
712,Ben Howard,73,fingerstyle,1727002,Long Term
713,Ben Howard,73,folk-pop,1727002,Long Term
714,Ben Howard,73,indie folk,1727002,Long Term
715,Ben Howard,73,neo mellow,1727002,Long Term
716,Ben Howard,73,stomp and holler,1727002,Long Term
717,Led Zeppelin,83,album rock,9153816,Long Term
718,Led Zeppelin,83,classic rock,9153816,Long Term
719,Led Zeppelin,83,hard rock,9153816,Long Term
720,Led Zeppelin,83,rock,9153816,Long Term
721,Washed Out,63,alternative dance,380956,Long Term
722,Washed Out,63,chillwave,380956,Long Term
723,Washed Out,63,indie pop,380956,Long Term
724,Washed Out,63,indie rock,380956,Long Term
725,Washed Out,63,indietronica,380956,Long Term
726,Washed Out,63,neo-psychedelic,380956,Long Term
727,Washed Out,63,neo-synthpop,380956,Long Term
728,Washed Out,63,new rave,380956,Long Term
729,Washed Out,63,nu gaze,380956,Long Term
730,Washed Out,63,shimmer pop,380956,Long Term
731,Fleet Foxes,67,chamber pop,977965,Long Term
732,Fleet Foxes,67,freak folk,977965,Long Term
733,Fleet Foxes,67,indie folk,977965,Long Term
734,Fleet Foxes,67,indie pop,977965,Long Term
735,Fleet Foxes,67,indie rock,977965,Long Term
736,Fleet Foxes,67,modern rock,977965,Long Term
737,Fleet Foxes,67,seattle indie,977965,Long Term
738,Fleet Foxes,67,stomp and holler,977965,Long Term
