,Long,Medium,Short
0,-8.26472,-7.76274,-7.716480000000002
1,119.27909999999999,114.84903999999999,113.06657999999999
2,0.7,0.42,0.6
3,0.58136,0.6113999999999999,0.56322
4,0.6372,0.58352,0.56294
5,0.074208,0.091748,0.07873000000000001
6,0.27313786,0.3447914000000001,0.3804072
7,0.299963414,0.26420541,0.125537648
8,0.14107599999999998,0.168566,0.21851600000000002
9,0.402772,0.387228,0.3999440000000001
10,42.88,50.76,50.86
